,Артикул,Артикул-1,Краткое наименование,Наименование,Полное наименование,Цвет,Размер,Кол-во,Цена,Пол,Материал,Состав,Страна производства,Бренд,Вес брутто,Коллекция
1143,CAJ 62449,CAJ 62449-6,Блузки,CAJ 62449 Джемпер для девочки,CAJ 62449 Джемпер для девочки Белый (152)-80,Белый,(152)-80,2,247,Женский,"кулирная гладь, 92% хлопок, 8% элатсан; сетка, 90% нейлон, 10% эластан",,,Cherubino,0.22,Школьная коллекция
1144,CAJ 62450,CAJ 62450-1,Водолазки,CAJ 62450 Водолазка для девочки,CAJ 62450 Водолазка для девочки Серебро (164)-84,Серебро,(164)-84,11,277,Женский,"кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,1.617,Школьная коллекция
1145,CAJ 62450,CAJ 62450-2,Водолазки,CAJ 62450 Водолазка для девочки,CAJ 62450 Водолазка для девочки Серебро (134)-68,Серебро,(134)-68,4,277,Женский,"кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,0.588,Школьная коллекция
1146,CAJ 62450,CAJ 62450-3,Водолазки,CAJ 62450 Водолазка для девочки,CAJ 62450 Водолазка для девочки Св.голубой (152)-80,Св.голубой,(152)-80,4,277,Женский,"кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,0.588,Школьная коллекция
1147,CAJ 62450,CAJ 62450-4,Водолазки,CAJ 62450 Водолазка для девочки,CAJ 62450 Водолазка для девочки Белый (152)-80,Белый,(152)-80,5,277,Женский,"кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,0.735,Школьная коллекция
1148,CAJ 62450,CAJ 62450-5,Водолазки,CAJ 62450 Водолазка для девочки,CAJ 62450 Водолазка для девочки Св.голубой (164)-84,Св.голубой,(164)-84,24,277,Женский,"кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,3.528,Школьная коллекция
1149,CAJ 62450,CAJ 62450-6,Водолазки,CAJ 62450 Водолазка для девочки,CAJ 62450 Водолазка для девочки Св.розовый (164)-84,Св.розовый,(164)-84,14,277,Женский,"кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,2.058,Школьная коллекция
1150,CAJ 62450,CAJ 62450-7,Водолазки,CAJ 62450 Водолазка для девочки,CAJ 62450 Водолазка для девочки Белый (146)-76,Белый,(146)-76,6,277,Женский,"кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,0.882,Школьная коллекция
1151,CAJ 62450,CAJ 62450-8,Водолазки,CAJ 62450 Водолазка для девочки,CAJ 62450 Водолазка для девочки Св.голубой (158)-80,Св.голубой,(158)-80,22,277,Женский,"кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,3.234,Школьная коллекция
1152,CAJ 62450,CAJ 62450-9,Водолазки,CAJ 62450 Водолазка для девочки,CAJ 62450 Водолазка для девочки Серебро (158)-80,Серебро,(158)-80,10,277,Женский,"кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,1.47,Школьная коллекция
1153,CAJ 62450,CAJ 62450-10,Водолазки,CAJ 62450 Водолазка для девочки,CAJ 62450 Водолазка для девочки Серебро (146)-76,Серебро,(146)-76,18,277,Женский,"кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,2.646,Школьная коллекция
1154,CAJ 62450,CAJ 62450-11,Водолазки,CAJ 62450 Водолазка для девочки,CAJ 62450 Водолазка для девочки Св.розовый (152)-80,Св.розовый,(152)-80,10,277,Женский,"кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,1.47,Школьная коллекция
1155,CAJ 62450,CAJ 62450-12,Водолазки,CAJ 62450 Водолазка для девочки,CAJ 62450 Водолазка для девочки Св.розовый (158)-80,Св.розовый,(158)-80,9,277,Женский,"кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,1.323,Школьная коллекция
1156,CAJ 62450,CAJ 62450-13,Водолазки,CAJ 62450 Водолазка для девочки,CAJ 62450 Водолазка для девочки Св.розовый (140)-72,Св.розовый,(140)-72,1,277,Женский,"кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,0.147,Школьная коллекция
1157,CAJ 62450,CAJ 62450-14,Водолазки,CAJ 62450 Водолазка для девочки,CAJ 62450 Водолазка для девочки Белый (158)-80,Белый,(158)-80,11,277,Женский,"кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,1.617,Школьная коллекция
1158,CAJ 62450,CAJ 62450-15,Водолазки,CAJ 62450 Водолазка для девочки,CAJ 62450 Водолазка для девочки Серебро (128)-64,Серебро,(128)-64,9,277,Женский,"кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,1.323,Школьная коллекция
1159,CAJ 62450,CAJ 62450-16,Водолазки,CAJ 62450 Водолазка для девочки,CAJ 62450 Водолазка для девочки Белый (140)-72,Белый,(140)-72,1,277,Женский,"кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,0.147,Школьная коллекция
1160,CAJ 62450,CAJ 62450-17,Водолазки,CAJ 62450 Водолазка для девочки,CAJ 62450 Водолазка для девочки Св.голубой (140)-72,Св.голубой,(140)-72,1,277,Женский,"кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,0.147,Школьная коллекция
1161,CAJ 62450,CAJ 62450-18,Водолазки,CAJ 62450 Водолазка для девочки,CAJ 62450 Водолазка для девочки Серебро (140)-72,Серебро,(140)-72,8,277,Женский,"кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,1.176,Школьная коллекция
1162,CAJ 62451 ,CAJ 62451 -1,Блузки,CAJ 62451 Джемпер для девочки,CAJ 62451 Джемпер для девочки Белый (164)-84,Белый,(164)-84,1,298,Женский,"кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,0.151,Школьная коллекция
1163,CAJ 62451 ,CAJ 62451 -2,Блузки,CAJ 62451 Джемпер для девочки,CAJ 62451 Джемпер для девочки Серебро (128)-64,Серебро,(128)-64,1,298,Женский,"кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,0.151,Школьная коллекция
1164,CAJ 62452 ,CAJ 62452 -1,Блузки,CAJ 62452 Джемпер для девочки,CAJ 62452 Джемпер для девочки Белый (128)-64,Белый,(128)-64,3,242,Женский,"кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,0.333,Школьная коллекция
1165,CAJ 62452 ,CAJ 62452 -2,Блузки,CAJ 62452 Джемпер для девочки,CAJ 62452 Джемпер для девочки Белый (140)-72,Белый,(140)-72,1,242,Женский,"кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,0.111,Школьная коллекция
1166,CAJ 62453 ,CAJ 62453 -1,Водолазки,CAJ 62453 Водолазка для девочки,CAJ 62453 Водолазка для девочки Белый-Т.синий (164)-84,Белый-Т.синий,(164)-84,26,340,Женский,"кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,3.64,Школьная коллекция
1167,CAJ 62453 ,CAJ 62453 -2,Водолазки,CAJ 62453 Водолазка для девочки,CAJ 62453 Водолазка для девочки Т.синий-Белый (134)-68,Т.синий-Белый,(134)-68,37,340,Женский,"кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,5.18,Школьная коллекция
1168,CAJ 62453 ,CAJ 62453 -3,Водолазки,CAJ 62453 Водолазка для девочки,CAJ 62453 Водолазка для девочки Белый-Т.синий (146)-76,Белый-Т.синий,(146)-76,29,340,Женский,"кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,4.06,Школьная коллекция
1169,CAJ 62453 ,CAJ 62453 -4,Водолазки,CAJ 62453 Водолазка для девочки,CAJ 62453 Водолазка для девочки Белый-Т.синий (140)-72,Белый-Т.синий,(140)-72,22,340,Женский,"кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,3.08,Школьная коллекция
1170,CAJ 62453 ,CAJ 62453 -5,Водолазки,CAJ 62453 Водолазка для девочки,CAJ 62453 Водолазка для девочки Белый-Т.синий (152)-80,Белый-Т.синий,(152)-80,20,340,Женский,"кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,2.8,Школьная коллекция
1171,CAJ 62453 ,CAJ 62453 -6,Водолазки,CAJ 62453 Водолазка для девочки,CAJ 62453 Водолазка для девочки Т.синий-Белый (140)-72,Т.синий-Белый,(140)-72,36,340,Женский,"кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,5.04,Школьная коллекция
1172,CAJ 62453 ,CAJ 62453 -7,Водолазки,CAJ 62453 Водолазка для девочки,CAJ 62453 Водолазка для девочки Белый-Т.синий (158)-80,Белый-Т.синий,(158)-80,34,340,Женский,"кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,4.76,Школьная коллекция
1173,CAJ 62453 ,CAJ 62453 -8,Водолазки,CAJ 62453 Водолазка для девочки,CAJ 62453 Водолазка для девочки Белый-Т.синий (128)-64,Белый-Т.синий,(128)-64,28,340,Женский,"кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,3.92,Школьная коллекция
1174,CAJ 62453 ,CAJ 62453 -9,Водолазки,CAJ 62453 Водолазка для девочки,CAJ 62453 Водолазка для девочки Т.синий-Белый (164)-84,Т.синий-Белый,(164)-84,18,340,Женский,"кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,2.52,Школьная коллекция
1175,CAJ 62453 ,CAJ 62453 -10,Водолазки,CAJ 62453 Водолазка для девочки,CAJ 62453 Водолазка для девочки Т.синий-Белый (158)-80,Т.синий-Белый,(158)-80,15,340,Женский,"кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,2.1,Школьная коллекция
1176,CAJ 62453 ,CAJ 62453 -11,Водолазки,CAJ 62453 Водолазка для девочки,CAJ 62453 Водолазка для девочки Т.синий-Белый (146)-76,Т.синий-Белый,(146)-76,26,340,Женский,"кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,3.64,Школьная коллекция
1177,CAJ 62453 ,CAJ 62453 -12,Водолазки,CAJ 62453 Водолазка для девочки,CAJ 62453 Водолазка для девочки Т.синий-Белый (128)-64,Т.синий-Белый,(128)-64,41,340,Женский,"кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,5.74,Школьная коллекция
1178,CAJ 62453 ,CAJ 62453 -13,Водолазки,CAJ 62453 Водолазка для девочки,CAJ 62453 Водолазка для девочки Белый-Т.синий (134)-68,Белый-Т.синий,(134)-68,16,340,Женский,"кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,2.24,Школьная коллекция
1179,CAJ 62454 ,CAJ 62454 -1,Блузки,CAJ 62454 Джемпер для девочки,CAJ 62454 Джемпер для девочки Т.синий-Белый (152)-80,Т.синий-Белый,(152)-80,13,398,Женский,"кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,2.054,Школьная коллекция
1180,CAJ 62454 ,CAJ 62454 -2,Блузки,CAJ 62454 Джемпер для девочки,CAJ 62454 Джемпер для девочки Белый-Т.синий (164)-84,Белый-Т.синий,(164)-84,6,398,Женский,"кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,0.948,Школьная коллекция
1181,CAJ 62454 ,CAJ 62454 -3,Блузки,CAJ 62454 Джемпер для девочки,CAJ 62454 Джемпер для девочки Белый-Т.синий (140)-72,Белый-Т.синий,(140)-72,4,398,Женский,"кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,0.632,Школьная коллекция
1182,CAJ 62454 ,CAJ 62454 -4,Блузки,CAJ 62454 Джемпер для девочки,CAJ 62454 Джемпер для девочки Т.синий-Белый (164)-84,Т.синий-Белый,(164)-84,18,398,Женский,"кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,2.844,Школьная коллекция
1183,CAJ 62454 ,CAJ 62454 -5,Блузки,CAJ 62454 Джемпер для девочки,CAJ 62454 Джемпер для девочки Белый-Т.синий (158)-80,Белый-Т.синий,(158)-80,22,398,Женский,"кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,3.476,Школьная коллекция
1184,CAJ 62454 ,CAJ 62454 -6,Блузки,CAJ 62454 Джемпер для девочки,CAJ 62454 Джемпер для девочки Т.синий-Белый (158)-80,Т.синий-Белый,(158)-80,4,398,Женский,"кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,0.632,Школьная коллекция
1185,CAJ 62455,CAJ 62455-1,Блузки,CAJ 62455 Джемпер для девочки,CAJ 62455 Джемпер для девочки Белый-Т.синий (158)-80,Белый-Т.синий,(158)-80,9,309,Женский,"кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,1.008,Школьная коллекция
1186,CAJ 62455,CAJ 62455-2,Блузки,CAJ 62455 Джемпер для девочки,CAJ 62455 Джемпер для девочки Белый-Т.синий (164)-84,Белый-Т.синий,(164)-84,5,309,Женский,"кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,0.56,Школьная коллекция
1187,CAJ 62455,CAJ 62455-3,Блузки,CAJ 62455 Джемпер для девочки,CAJ 62455 Джемпер для девочки Т.синий-Белый (164)-84,Т.синий-Белый,(164)-84,5,309,Женский,"кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,0.56,Школьная коллекция
1188,CAJ 62456,CAJ 62456-1,Блузки,CAJ 62456 Джемпер для девочки,CAJ 62456 Джемпер для девочки Серебро (128)-64,Серебро,(128)-64,18,314,Женский,"кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,2.574,Школьная коллекция
1189,CAJ 62456,CAJ 62456-2,Блузки,CAJ 62456 Джемпер для девочки,CAJ 62456 Джемпер для девочки Св.розовый (158)-80,Св.розовый,(158)-80,18,314,Женский,"кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,2.574,Школьная коллекция
1190,CAJ 62456,CAJ 62456-3,Блузки,CAJ 62456 Джемпер для девочки,CAJ 62456 Джемпер для девочки Серебро (134)-68,Серебро,(134)-68,5,314,Женский,"кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,0.715,Школьная коллекция
1191,CAJ 62456,CAJ 62456-4,Блузки,CAJ 62456 Джемпер для девочки,CAJ 62456 Джемпер для девочки Белый (128)-64,Белый,(128)-64,1,314,Женский,"кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,0.143,Школьная коллекция
1192,CAJ 62456,CAJ 62456-5,Блузки,CAJ 62456 Джемпер для девочки,CAJ 62456 Джемпер для девочки Св.розовый (164)-84,Св.розовый,(164)-84,4,314,Женский,"кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,0.572,Школьная коллекция
1193,CAJ 62456,CAJ 62456-6,Блузки,CAJ 62456 Джемпер для девочки,CAJ 62456 Джемпер для девочки Св.голубой (158)-80,Св.голубой,(158)-80,4,314,Женский,"кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,0.572,Школьная коллекция
1194,CAJ 62456,CAJ 62456-7,Блузки,CAJ 62456 Джемпер для девочки,CAJ 62456 Джемпер для девочки Св.розовый (152)-80,Св.розовый,(152)-80,1,314,Женский,"кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,0.143,Школьная коллекция
1195,CAJ 62456,CAJ 62456-8,Блузки,CAJ 62456 Джемпер для девочки,CAJ 62456 Джемпер для девочки Св.розовый (140)-72,Св.розовый,(140)-72,5,314,Женский,"кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,0.715,Школьная коллекция
1196,CAJ 62456,CAJ 62456-9,Блузки,CAJ 62456 Джемпер для девочки,CAJ 62456 Джемпер для девочки Св.голубой (164)-84,Св.голубой,(164)-84,21,314,Женский,"кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,3.003,Школьная коллекция
1197,CAJ 62456,CAJ 62456-10,Блузки,CAJ 62456 Джемпер для девочки,CAJ 62456 Джемпер для девочки Серебро (158)-80,Серебро,(158)-80,36,314,Женский,"кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,5.148,Школьная коллекция
1198,CAJ 62456,CAJ 62456-11,Блузки,CAJ 62456 Джемпер для девочки,CAJ 62456 Джемпер для девочки Св.розовый (134)-68,Св.розовый,(134)-68,1,314,Женский,"кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,0.143,Школьная коллекция
1199,CAJ 62456,CAJ 62456-12,Блузки,CAJ 62456 Джемпер для девочки,CAJ 62456 Джемпер для девочки Белый (158)-80,Белый,(158)-80,1,314,Женский,"кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,0.143,Школьная коллекция
1200,CAJ 62456,CAJ 62456-13,Блузки,CAJ 62456 Джемпер для девочки,CAJ 62456 Джемпер для девочки Св.голубой (146)-76,Св.голубой,(146)-76,9,314,Женский,"кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,1.287,Школьная коллекция
1201,CAJ 62456,CAJ 62456-14,Блузки,CAJ 62456 Джемпер для девочки,CAJ 62456 Джемпер для девочки Серебро (152)-80,Серебро,(152)-80,24,314,Женский,"кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,3.432,Школьная коллекция
1202,CAJ 62456,CAJ 62456-15,Блузки,CAJ 62456 Джемпер для девочки,CAJ 62456 Джемпер для девочки Св.розовый (146)-76,Св.розовый,(146)-76,9,314,Женский,"кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,1.287,Школьная коллекция
1203,CAJ 62456,CAJ 62456-16,Блузки,CAJ 62456 Джемпер для девочки,CAJ 62456 Джемпер для девочки Серебро (164)-84,Серебро,(164)-84,13,314,Женский,"кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,1.859,Школьная коллекция
1204,CAJ 62457 ,CAJ 62457 -1,Блузки,CAJ 62457 Джемпер для девочки,CAJ 62457 Джемпер для девочки Серебро (128)-64,Серебро,(128)-64,10,288,Женский,"кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,1.11,Школьная коллекция
1205,CAJ 62457 ,CAJ 62457 -2,Блузки,CAJ 62457 Джемпер для девочки,CAJ 62457 Джемпер для девочки Св.голубой (140)-72,Св.голубой,(140)-72,6,288,Женский,"кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,0.666,Школьная коллекция
1206,CAJ 62457 ,CAJ 62457 -3,Блузки,CAJ 62457 Джемпер для девочки,CAJ 62457 Джемпер для девочки Серебро (146)-76,Серебро,(146)-76,15,288,Женский,"кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,1.665,Школьная коллекция
1207,CAJ 62457 ,CAJ 62457 -4,Блузки,CAJ 62457 Джемпер для девочки,CAJ 62457 Джемпер для девочки Серебро (140)-72,Серебро,(140)-72,5,288,Женский,"кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,0.555,Школьная коллекция
1208,CAJ 62457 ,CAJ 62457 -5,Блузки,CAJ 62457 Джемпер для девочки,CAJ 62457 Джемпер для девочки Св.розовый (158)-80,Св.розовый,(158)-80,4,288,Женский,"кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,0.444,Школьная коллекция
1209,CAJ 62457 ,CAJ 62457 -6,Блузки,CAJ 62457 Джемпер для девочки,CAJ 62457 Джемпер для девочки Св.розовый (152)-80,Св.розовый,(152)-80,17,288,Женский,"кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,1.887,Школьная коллекция
1210,CAJ 62457 ,CAJ 62457 -7,Блузки,CAJ 62457 Джемпер для девочки,CAJ 62457 Джемпер для девочки Св.розовый (146)-76,Св.розовый,(146)-76,5,288,Женский,"кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,0.555,Школьная коллекция
1211,CAJ 62457 ,CAJ 62457 -8,Блузки,CAJ 62457 Джемпер для девочки,CAJ 62457 Джемпер для девочки Св.голубой (164)-84,Св.голубой,(164)-84,10,288,Женский,"кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,1.11,Школьная коллекция
1212,CAJ 62457 ,CAJ 62457 -9,Блузки,CAJ 62457 Джемпер для девочки,CAJ 62457 Джемпер для девочки Белый (164)-84,Белый,(164)-84,13,288,Женский,"кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,1.443,Школьная коллекция
1213,CAJ 62457 ,CAJ 62457 -10,Блузки,CAJ 62457 Джемпер для девочки,CAJ 62457 Джемпер для девочки Св.голубой (158)-80,Св.голубой,(158)-80,34,288,Женский,"кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,3.774,Школьная коллекция
1214,CAJ 62457 ,CAJ 62457 -11,Блузки,CAJ 62457 Джемпер для девочки,CAJ 62457 Джемпер для девочки Св.голубой (134)-68,Св.голубой,(134)-68,9,288,Женский,"кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,0.999,Школьная коллекция
1215,CAJ 62457 ,CAJ 62457 -12,Блузки,CAJ 62457 Джемпер для девочки,CAJ 62457 Джемпер для девочки Серебро (134)-68,Серебро,(134)-68,9,288,Женский,"кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,0.999,Школьная коллекция
1216,CAJ 62457 ,CAJ 62457 -13,Блузки,CAJ 62457 Джемпер для девочки,CAJ 62457 Джемпер для девочки Св.розовый (140)-72,Св.розовый,(140)-72,2,288,Женский,"кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,0.222,Школьная коллекция
1217,CAJ 62457 ,CAJ 62457 -14,Блузки,CAJ 62457 Джемпер для девочки,CAJ 62457 Джемпер для девочки Серебро (164)-84,Серебро,(164)-84,6,288,Женский,"кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,0.666,Школьная коллекция
1218,CAJ 62457 ,CAJ 62457 -15,Блузки,CAJ 62457 Джемпер для девочки,CAJ 62457 Джемпер для девочки Св.розовый (128)-64,Св.розовый,(128)-64,11,288,Женский,"кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,1.221,Школьная коллекция
1219,CAJ 62457 ,CAJ 62457 -16,Блузки,CAJ 62457 Джемпер для девочки,CAJ 62457 Джемпер для девочки Св.розовый (164)-84,Св.розовый,(164)-84,4,288,Женский,"кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,0.444,Школьная коллекция
1220,CAJ 62457 ,CAJ 62457 -17,Блузки,CAJ 62457 Джемпер для девочки,CAJ 62457 Джемпер для девочки Св.голубой (152)-80,Св.голубой,(152)-80,14,288,Женский,"кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,1.554,Школьная коллекция
1221,CAJ 62457 ,CAJ 62457 -18,Блузки,CAJ 62457 Джемпер для девочки,CAJ 62457 Джемпер для девочки Св.розовый (134)-68,Св.розовый,(134)-68,9,288,Женский,"кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,0.999,Школьная коллекция
1222,CAJ 62459 ,CAJ 62459 -1,Блузки,CAJ 62459 Джемпер для девочки,CAJ 62459 Джемпер для девочки Св.розовый (158)-80,Св.розовый,(158)-80,12,296,Женский,"кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,1.824,Школьная коллекция
1223,CAJ 62459 ,CAJ 62459 -2,Блузки,CAJ 62459 Джемпер для девочки,CAJ 62459 Джемпер для девочки Св.розовый (140)-72,Св.розовый,(140)-72,2,296,Женский,"кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,0.304,Школьная коллекция
1224,CAJ 62459 ,CAJ 62459 -3,Блузки,CAJ 62459 Джемпер для девочки,CAJ 62459 Джемпер для девочки Экрю (152)-80,Экрю,(152)-80,10,296,Женский,"кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,1.52,Школьная коллекция
1225,CAJ 62459 ,CAJ 62459 -4,Блузки,CAJ 62459 Джемпер для девочки,CAJ 62459 Джемпер для девочки Св.розовый (128)-64,Св.розовый,(128)-64,1,296,Женский,"кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,0.152,Школьная коллекция
1226,CAJ 62459 ,CAJ 62459 -5,Блузки,CAJ 62459 Джемпер для девочки,CAJ 62459 Джемпер для девочки Св.розовый (164)-84,Св.розовый,(164)-84,15,296,Женский,"кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,2.28,Школьная коллекция
1227,CAJ 62459 ,CAJ 62459 -6,Блузки,CAJ 62459 Джемпер для девочки,CAJ 62459 Джемпер для девочки Белый (140)-72,Белый,(140)-72,1,296,Женский,"кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,0.152,Школьная коллекция
1228,CAJ 62459 ,CAJ 62459 -7,Блузки,CAJ 62459 Джемпер для девочки,CAJ 62459 Джемпер для девочки Белый (164)-84,Белый,(164)-84,46,296,Женский,"кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,6.992,Школьная коллекция
1229,CAJ 62459 ,CAJ 62459 -8,Блузки,CAJ 62459 Джемпер для девочки,CAJ 62459 Джемпер для девочки Белый (134)-68,Белый,(134)-68,1,296,Женский,"кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,0.152,Школьная коллекция
1230,CAJ 62459 ,CAJ 62459 -9,Блузки,CAJ 62459 Джемпер для девочки,CAJ 62459 Джемпер для девочки Белый (152)-80,Белый,(152)-80,41,296,Женский,"кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,6.232,Школьная коллекция
1231,CAJ 62459 ,CAJ 62459 -10,Блузки,CAJ 62459 Джемпер для девочки,CAJ 62459 Джемпер для девочки Белый (146)-76,Белый,(146)-76,1,296,Женский,"кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,0.152,Школьная коллекция
1232,CAJ 62459 ,CAJ 62459 -11,Блузки,CAJ 62459 Джемпер для девочки,CAJ 62459 Джемпер для девочки Белый (158)-80,Белый,(158)-80,38,296,Женский,"кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,5.776,Школьная коллекция
1233,CAJ 62460,CAJ 62460-1,Водолазки,CAJ 62460 Водолазка для девочки,CAJ 62460 Водолазка для девочки Белый (146)-76,Белый,(146)-76,51,251,Женский,"интерлок, 100% хлопок",,,Cherubino,7.905,Школьная коллекция
1234,CAJ 62460,CAJ 62460-2,Водолазки,CAJ 62460 Водолазка для девочки,CAJ 62460 Водолазка для девочки Голубой (164)-84,Голубой,(164)-84,39,251,Женский,"интерлок, 100% хлопок",,,Cherubino,6.045,Школьная коллекция
1235,CAJ 62460,CAJ 62460-3,Водолазки,CAJ 62460 Водолазка для девочки,CAJ 62460 Водолазка для девочки Св.розовый (152)-80,Св.розовый,(152)-80,77,251,Женский,"интерлок, 100% хлопок",,,Cherubino,11.935,Школьная коллекция
1236,CAJ 62460,CAJ 62460-4,Водолазки,CAJ 62460 Водолазка для девочки,CAJ 62460 Водолазка для девочки Св.розовый (134)-68,Св.розовый,(134)-68,41,251,Женский,"интерлок, 100% хлопок",,,Cherubino,6.355,Школьная коллекция
1237,CAJ 62460,CAJ 62460-5,Водолазки,CAJ 62460 Водолазка для девочки,CAJ 62460 Водолазка для девочки Голубой (134)-68,Голубой,(134)-68,6,251,Женский,"интерлок, 100% хлопок",,,Cherubino,0.93,Школьная коллекция
1238,CAJ 62460,CAJ 62460-6,Водолазки,CAJ 62460 Водолазка для девочки,CAJ 62460 Водолазка для девочки Голубой (152)-80,Голубой,(152)-80,14,251,Женский,"интерлок, 100% хлопок",,,Cherubino,2.17,Школьная коллекция
1239,CAJ 62460,CAJ 62460-7,Водолазки,CAJ 62460 Водолазка для девочки,CAJ 62460 Водолазка для девочки Белый (128)-64,Белый,(128)-64,22,251,Женский,"интерлок, 100% хлопок",,,Cherubino,3.41,Школьная коллекция
1240,CAJ 62460,CAJ 62460-8,Водолазки,CAJ 62460 Водолазка для девочки,CAJ 62460 Водолазка для девочки Голубой (158)-80,Голубой,(158)-80,41,251,Женский,"интерлок, 100% хлопок",,,Cherubino,6.355,Школьная коллекция
1241,CAJ 62460,CAJ 62460-9,Водолазки,CAJ 62460 Водолазка для девочки,CAJ 62460 Водолазка для девочки Св.розовый (146)-76,Св.розовый,(146)-76,62,251,Женский,"интерлок, 100% хлопок",,,Cherubino,9.61,Школьная коллекция
