,Артикул,Артикул-1,Краткое наименование,Наименование,Полное наименование,Цвет,Размер,Кол-во,Цена,Пол,Материал,Состав,Страна производства,Бренд,Вес брутто,Коллекция
4809,CAJ 62450,CAK 9878 -4,Водолазки,CAJ 62450 Водолазка для девочки,CAJ 62450 Водолазка для девочки Белый (146)-76,Белый,(146)-76,6,277,Женский,"кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,0.882,Школьная коллекция
4810,CAJ 62460,CAK 9878 -5,Водолазки,CAJ 62460 Водолазка для девочки,CAJ 62460 Водолазка для девочки Голубой (146)-76,Голубой,(146)-76,1,251,Женский,"интерлок, 100% хлопок",,,Cherubino,0.155,Школьная коллекция
4811,CAB 5438 ,CAK 9878 -6,Пижамы,"CAB 5438 Комплект для мальчика (джемпер, брюки)","CAB 5438 Комплект для мальчика (джемпер, брюки) Серый меланж-Т.синий (086)-52",Серый меланж-Т.синий,(086)-52,24,321,Мужской,"кулирная гладь, 100% хлопок",,,Cherubino,4.416,
4812,CAK 5422 ,CAK 9878 -7,Сорочки,"CAK 5422 Платье модель ""туника"" для девочки","CAK 5422 Платье модель ""туника"" для девочки Св.бирюзовый (116)-60",Св.бирюзовый,(116)-60,31,189,Женский,"кулирная гладь, 100% хлопок",,,Cherubino,2.883,
4813,CWB 62520,CAK 9878 -8,Водолазки,CWB 62520 (248) Водолазка ясельная,CWB 62520 (248) Водолазка ясельная Св.розовый (068)-44,Св.розовый,(068)-44,11,199,Женский,"интерлок, 100% хлопок",,,Cherubino,0.902,Unicorn Magic
4814,CAJ 1499 ,CAK 9878 -9,Трусы,CAJ 1499 Трусы для девочки,CAJ 1499 Трусы для девочки Св.розовый (140)-72,Св.розовый,(140)-72,6,96,Женский,"рибана, 100% хлопок",,,Cherubino,0.24,
4815,CH 8201,CAK 9878 -10,Головные уборы,CH 8201 (248) Шапка детская,CH 8201 (248) Шапка детская Экрю 42,Экрю,42,1,96,Женский,"рибана, 95% хлопок, 5% эластан",,,Cherubino,0.022,Unicorn Magic
4816,CH 8202,CAK 9878 -11,Головные уборы,CH 8202 (249) Шапка детская,CH 8202 (249) Шапка детская Малиновый 44,Малиновый,44,15,65,Женский,"рибана, 100% хлопок",,,Cherubino,0.285,Милашки-Кругляшки
4817,CWK 62466,CWK 62513-1,Водолазки,CWK 62466 (240) Водолазка для девочки,CWK 62466 (240) Водолазка для девочки Бежевый меланж (104)-56,Бежевый меланж,(104)-56,10,285,Женский,"футер с начесом, 100% хлопок",,,Cherubino,1.47,Let’s Go Wild
4818,CWK 62466,CWK 62513-2,Водолазки,CWK 62466 (240) Водолазка для девочки,CWK 62466 (240) Водолазка для девочки Бордовый (110)-60,Бордовый,(110)-60,14,285,Женский,"футер с начесом, 100% хлопок",,,Cherubino,2.058,Let’s Go Wild
4819,CWK 62500,CWK 62513-3,Лонгсливы,CWK 62500 (242) Джемпер для девочки,CWK 62500 (242) Джемпер для девочки Желтый (116)-60,Желтый,(116)-60,24,232,Женский,"интерлок, 100% хлопок",,,Cherubino,2.352,Super Girl
4820,CWK 62462,CWK 62513-4,Футболки,CWK 62462 (240) Футболка для девочки,CWK 62462 (240) Футболка для девочки Бордовый (116)-60,Бордовый,(116)-60,1,202,Женский,"кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,0.074,Let’s Go Wild
4821,CSK 62376,CWK 62513-5,Футболки,CSK 62376-1 (224) Футболка для девочки,CSK 62376-1 (224) Футболка для девочки Серый меланж (110)-60,Серый меланж,(110)-60,12,202,Женский,"кулирная гладь, 80% хлопок, 20% п/э",,,Cherubino,1.08,Girl Power
4822,CH 8166,CWK 62513-6,Головные уборы,CH 8166 (227) Шапка для мальчика,CH 8166 (227) Шапка для мальчика Синий 52-54,Синий,52-54,5,133,Мужской,"кашкорсе, 95% хлопок, 5% эластан",,,Cherubino,0.325,Jurassic mania
4823,CSJ 62352,CWK 62513-7,Лонгсливы,CSJ 62352 (236) Джемпер для мальчика,CSJ 62352 (236) Джемпер для мальчика Т.серый меланж (140)-72,Т.серый меланж,(140)-72,4,416,Мужской,"кулирная гладь повышенной плотности, 80% хлопок, 20% п/э",,,Cherubino,0.728,Muzic Party
4824,CSJ 62380,CWK 62513-8,Лонгсливы,CSJ 62380 (232) Джемпер для девочки,CSJ 62380 (232) Джемпер для девочки Экрю (140)-72,Экрю,(140)-72,2,350,Женский,"кулирная гладь, 97% хлопок, 3% п/э",,,Cherubino,0.286,Girl Power
4825,CSJ 7852,CWK 62513-9,Брюки,CSJ 7852 (236) Брюки для мальчика,CSJ 7852 (236) Брюки для мальчика Черный (146)-76,Черный,(146)-76,1,494,Мужской,"футер петля, 100% хлопок",,,Cherubino,0.273,Muzic Party
4826,CSK 62329,CAJ 62223-1,Лонгсливы,CSK 62329 (227) Джемпер для мальчика,CSK 62329 (227) Джемпер для мальчика Салатовый (122)-64,Салатовый,(122)-64,1,206,Мужской,"кулирная гладь, 97% хлопок, 3% п/э",,,Cherubino,0.092,Jurassic mania
4827,CSK 62333,CAJ 7778-1,Толстовки,CSK 62333 (227) Куртка для мальчика,CSK 62333 (227) Куртка для мальчика Синий (104)-56,Синий,(104)-56,1,649,Мужской,"футер петля, 100% хлопок",,,Cherubino,0.245,Jurassic mania
4828,CSK 62339,CH 8137-1,Лонгсливы,CSK 62339 (228) Джемпер для мальчика,CSK 62339 (228) Джемпер для мальчика Т.серый меланж (116)-60,Т.серый меланж,(116)-60,7,220,Мужской,"кулирная гладь повышенной плотности, 80% хлопок, 20% п/э",,,Cherubino,0.826,Sport Spirit
4829,CSK 62372,CH 8137-2,Лонгсливы,CSK 62372 (224) Джемпер для девочки,CSK 62372 (224) Джемпер для девочки Экрю (092)-52,Экрю,(092)-52,18,264,Женский,"кулирная гладь, 97% хлопок, 3% п/э",,,Cherubino,1.782,Girl Power
4830,CSK 62375,CH 8137-3,Платья,"CSK 62375 (224) Платье типа ""туника"" для девочки","CSK 62375 (224) Платье типа ""туника"" для девочки Морская волна (122)-64",Морская волна,(122)-64,1,229,Женский,"кулирная гладь, 100% хлопок",,,Cherubino,0.093,Girl Power
4831,CSK 62376,CAJ 61684-1,Футболки,CSK 62376 (224) Футболка для девочки,CSK 62376 (224) Футболка для девочки Салатовый (104)-56,Салатовый,(104)-56,17,202,Женский,"кулирная гладь, 100% хлопок",,,Cherubino,1.479,Girl Power
4832,CSK 62377,CAJ 61684-2,Лонгсливы,CSK 62377 (224) Джемпер для девочки,CSK 62377 (224) Джемпер для девочки Морская волна (110)-60,Морская волна,(110)-60,4,264,Женский,"кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,0.448,Girl Power
4833,CSK 7841,CAK 3326-1,Шорты,CSK 7841-1 (222) Шорты для мальчика,CSK 7841-1 (222) Шорты для мальчика Серый меланж (122)-64,Серый меланж,(122)-64,5,319,Мужской,"кулирная гладь, 80% хлопок, 20% п/э",,,Cherubino,0.615,Jurassic mania
4834,CH 8194,CAK 3326-2,Головные уборы,"CH 8194 (224) Комплект для девочки (шапка, снуд)","CH 8194 (224) Комплект для девочки (шапка, снуд) Салатовый 52-54 (s)",Салатовый,52-54 (s),5,245,Женский,"кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,0.535,Girl Power
4835,CJ 6T110,CAK 3326-3,Рубашки,CJ 6T110 (239) Рубашка для мальчика,CJ 6T110 (239) Рубашка для мальчика Оранжевый (128)-64,Оранжевый,(128)-64,1,475,Мужской,"сорочечная, 100% хлопок",,,Cherubino,0.115,Extreme
4836,CAJ 1486,CAK 3326-4,Трусы,CAJ 1486 Трусы для девочки,CAJ 1486 Трусы для девочки Розовый (140)-72,Розовый,(140)-72,3,93,Женский,"рибана, 100% хлопок",,,Cherubino,0.117,
4837,CSJ 7876,CAJ 1410 -1,Бриджи,CSJ 7876 (233) Бриджи для девочки,CSJ 7876 (233) Бриджи для девочки Синий (134)-68,Синий,(134)-68,2,195,Женский,"кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,0.22,Sea World
4838,CSK 7881,CAJ 1410 -2,Бриджи,CSK 7881 (225) Бриджи для девочки,CSK 7881 (225) Бриджи для девочки Коралловый (128)-64,Коралловый,(128)-64,6,192,Женский,"кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,0.42,Bohemian Life
4839,CSK 9844,CAJ 1410 -3,Комплекты,"CSK 9844 (231) Комплект для мальчика (футболка, шорты)","CSK 9844 (231) Комплект для мальчика (футболка, шорты) Красный (122)-64",Красный,(122)-64,2,347,Мужской,"кулирная гладь, 100% хлопок",,,Cherubino,0.344,Скорость
4840,CSK 9844,CAJ 1410 -4,Комплекты,"CSK 9844 (231) Комплект для мальчика (футболка, шорты)","CSK 9844 (231) Комплект для мальчика (футболка, шорты) Зеленый (122)-64",Зеленый,(122)-64,1,347,Мужской,"кулирная гладь, 100% хлопок",,,Cherubino,0.172,Скорость
4841,CAK 1477,CAJ 1410 -5,Трусы,CAK 1477 Трусы-боксеры для мальчика,CAK 1477 Трусы-боксеры для мальчика Т.синий (110-116)-60,Т.синий,(110-116)-60,5,122,Мужской,"кулирная гладь, 100% хлопок",,,Cherubino,0.225,
4842,CSJ 62419,CAJ 2335-1,Футболки,CSJ 62419 (234) Футболка для девочки,CSJ 62419 (234) Футболка для девочки Экрю (134)-68,Экрю,(134)-68,2,199,Женский,"кулирная гладь, 100% хлопок",,,Cherubino,0.182,Amazing Africa
4843,CSK 62431,CAJ 2335-2,Футболки,CSK 62431 (226) Футболка для девочки,CSK 62431 (226) Футболка для девочки Св.розовый (110)-60,Св.розовый,(110)-60,3,222,Женский,"кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,0.246,Magic Butterflies
4844,CSJ 62387,CAJ 2335-3,Футболки,CSJ 62387 (238) Футболка для мальчика,CSJ 62387 (238) Футболка для мальчика Т.синий (140)-72,Т.синий,(140)-72,3,290,Мужской,"кулирная гладь, 100% хлопок",,,Cherubino,0.36,Sea Adventure
4845,CSJ 62388,CAJ 2335-4,Футболки,CSJ 62388 (238) Футболка для мальчика,CSJ 62388 (238) Футболка для мальчика Серый меланж (128)-64,Серый меланж,(128)-64,3,223,Мужской,"кулирная гладь, 100% хлопок",,,Cherubino,0.324,Sea Adventure
4846,CSJ 62408,CAJ 2335-5,Футболки,CSJ 62408 (233) Футболка для девочки,CSJ 62408 (233) Футболка для девочки Желтый-Белый (128)-64,Желтый-Белый,(128)-64,8,278,Женский,"кулирная гладь, 100% хлопок",,,Cherubino,0.816,Sea World
4847,CSK 62369,CAJ 2335-6,Платья,"CSK 62369 (223) Платье типа ""туника"" для девочки","CSK 62369 (223) Платье типа ""туника"" для девочки Белый-Т.синий (104)-56",Белый-Т.синий,(104)-56,3,342,Женский,"кулирная гладь, 100% хлопок",,,Cherubino,0.264,Cherry Girl
