,Артикул,Артикул-1,Краткое наименование,Наименование,Полное наименование,Цвет,Размер,Кол-во,Цена,Пол,Материал,Состав,Страна производства,Бренд,Вес брутто,Коллекция
3008,CSK 61859,CAJ 3340-8,Платья,CSK 61859 (179) Платье для девочки,CSK 61859 (179) Платье для девочки Бирюзовый (122)-64,Бирюзовый,(122)-64,44,282,Женский,"Кулирная гладь, 100% хлопок",,,Cherubino,,Модница
3009,CSN 9700,CAJ 3340-9,Полукомбинзоны,CSN 9700 (173) Песочник ясельный,CSN 9700 (173) Песочник ясельный Серый меланж (062)-40,Серый меланж,(062)-40,16,212,Мужской,"Кулирная гладь, 100% хлопок",,,Cherubino,,Тракторы
3010,CWB 61444,CAJ 3340-10,Свитшоты,CWB 61444 (135) Джемпер для мальчика,CWB 61444 (135) Джемпер для мальчика Зеленый (098)-56,Зеленый,(098)-56,52,293,Мужской,"Футер с начесом, 100% хлопок",,,Cherubino,,Шапито
3011,CWB 61752 ,CAJ 3340-11,Лонгсливы,CWB 61752 Джемпер для мальчика,CWB 61752 Джемпер для мальчика Голубой (086)-52,Голубой,(086)-52,8,202,Мужской,"Кулирная гладь, 100% хлопок",,,Cherubino,,Осень - зима
3012,CWB 61992 ,CAJ 3340-12,Лонгсливы,CWB 61992 Джемпер для мальчика,CWB 61992 Джемпер для мальчика Голубой (086)-52,Голубой,(086)-52,5,213,Мужской,"Кулирная гладь, 100% хлопок",,,Cherubino,0.395,Осень - зима
3013,CWB 62033,CAJ 3340-13,Лонгсливы,CWB 62033 Джемпер для девочки,CWB 62033 Джемпер для девочки Лососевый (086)-52,Лососевый,(086)-52,8,243,Женский,"Интерлок, 100% хлопок",,,Cherubino,0.72,Осень - зима
3014,CWB 7642,CAJ 3340-14,Брюки,CWB 7642 (167) Брюки для мальчика,CWB 7642 (167) Брюки для мальчика Синий (080)-52,Синий,(080)-52,11,271,Мужской,"Футер с начесом, 100% хлопок",,,Cherubino,1.243,Самолеты
3015,CWB 7644,CAJ 3340-15,Брюки,CWB 7644 Брюки для мальчика,CWB 7644 Брюки для мальчика Т.серый (080)-52,Т.серый,(080)-52,14,268,Мужской,"Футер с начесом, 100% хлопок",,,Cherubino,1.624,Самолеты
3016,CWB 7722,CAJ 3340-16,Брюки,CWB 7722 (187) Брюки для мальчика,CWB 7722 (187) Брюки для мальчика Серый меланж (080)-52,Серый меланж,(080)-52,1,321,Мужской,"Футер с начесом, 100% хлопок",,,Cherubino,0.13,Монстры
3017,CWB 7796,CAJ 3340-17,Брюки,CWB 7796 (207) Брюки ясельные,CWB 7796 (207) Брюки ясельные Бирюзовый (062)-40,Бирюзовый,(062)-40,6,225,Мужской,"Футер с начесом, 100% хлопок",,,Cherubino,0.612,Пес Барбос
3018,CWB 9606,CAJ 3340-18,Комплекты,"CWB 9606 (133) Комплект для девочки (джемпер, брюки)","CWB 9606 (133) Комплект для девочки (джемпер, брюки) Сиреневый (080)-52",Сиреневый,(080)-52,28,515,Женский,"Футер с начесом, 100% хлопок",,,Cherubino,,Чайнаяя Церемония
3019,CWB 9811,CAJ 3340-19,Комбинезоны,CWB 9811 (207) Комбинезон ясельный,CWB 9811 (207) Комбинезон ясельный Молочный (056)-36,Молочный,(056)-36,2,375,Мужской,"Футер с начесом, 100% хлопок",,,Cherubino,0.252,Пес Барбос
3020,CWJ 3158 ,CAJ 3340-20,Комплекты белья,"CWJ 3158 Комплект для мальчика (фуфайка, кальсоны)","CWJ 3158 Комплект для мальчика (фуфайка, кальсоны) Черный (134)-68",Черный,(134)-68,57,381,Мужской,"Рибана, 100% хлопок",,,Cherubino,,Осень - зима
3021,CWJ 61982 ,CAJ 3384 -1,Толстовки,CWJ 61982 Куртка для мальчика,CWJ 61982 Куртка для мальчика Т.синий (152)-80,Т.синий,(152)-80,4,719,Мужской,"Флис, 100% п/э",,,Cherubino,1.284,Осень - зима
3022,CWJ 62009,CAJ 3384 -2,Водолазки,CWJ 62009 (191) Водолазка для мальчика,CWJ 62009 (191) Водолазка для мальчика Серый меланж (134)-68,Серый меланж,(134)-68,1,265,Мужской,"Интерлок, 100% хлопок",,,Cherubino,0.183,Downtown
3023,CWJ 62026,CAJ 3384 -3,Лонгсливы,CWJ 62026 (190) Джемпер для девочки,CWJ 62026 (190) Джемпер для девочки Розовый (128)-64,Розовый,(128)-64,3,288,Женский,"Интерлок, 100% хлопок",,,Cherubino,0.489,Зимний Сад
3024,CWJ 62031 ,CAJ 3384 -4,Толстовки,CWJ 62031 Куртка для мальчика,CWJ 62031 Куртка для мальчика Серый (буквы) (152)-80,Серый (буквы),(152)-80,6,755,Мужской,"Флис, 100% п/э",,,Cherubino,1.812,Осень - зима
3025,CWJ 62232,CAJ 3384 -5,Водолазки,CWJ 62232 Водолазка для мальчика,CWJ 62232 Водолазка для мальчика Серый меланж (140)-72,Серый меланж,(140)-72,38,301,Мужской,"Интерлок, 100% хлопок",,,Cherubino,6.878,Осень - зима
3026,CWJ 62234 ,CAJ 3384 -6,Лонгсливы,CWJ 62234 Джемпер для мальчика,CWJ 62234 Джемпер для мальчика Зеленый (164)-84,Зеленый,(164)-84,34,403,Мужской,"Кулирная гладь, 100% хлопок",,,Cherubino,6.052,Осень - зима
3027,CWJ 62235 ,CAJ 3384 -7,Свитшоты,CWJ 62235 Джемпер для мальчика,CWJ 62235 Джемпер для мальчика Т.синий (158)-80,Т.синий,(158)-80,10,417,Мужской,"Футер с начесом, 100% хлопок",,,Cherubino,2.3,Осень - зима
3028,CWJ 62267,CAJ 3384 -8,Лонгсливы,CWJ 62267 (210) Джемпер для девочки,CWJ 62267 (210) Джемпер для девочки Графит-Экрю (134)-68,Графит-Экрю,(134)-68,2,320,Женский,"Интерлок, 100% хлопок",,,Cherubino,0.21,Woodland
3029,CWJ 62276,CAJ 3384 -9,Футболки,CWJ 62276 (213) Футболка для мальчика,CWJ 62276 (213) Футболка для мальчика Серый меланж (134)-68,Серый меланж,(134)-68,6,233,Мужской,"Кулирная гладь, 100% хлопок",,,Cherubino,0.546,Конструктор
3030,CWK 62241,CAJ 3384 -10,Толстовки,CWK 62241 (208) Куртка для девочки,CWK 62241 (208) Куртка для девочки Т.синий (116)-60,Т.синий,(116)-60,2,660,Женский,"Футер с начесом, 100% хлопок",,,Cherubino,0.468,Маскарад
3031,CWK 62252,CAJ 3384 -11,Свитшоты,CWK 62252 (209) Джемпер для девочки,CWK 62252 (209) Джемпер для девочки Фиолетовый (122)-64,Фиолетовый,(122)-64,4,306,Женский,"Футер петля, 100% хлопок",,,Cherubino,0.58,Unicorn
3032,CWK 62262,CAJ 3384 -12,Свитшоты,CWK 62262 (211) Джемпер для девочки,CWK 62262 (211) Джемпер для девочки Серый меланж (104)-56,Серый меланж,(104)-56,1,329,Женский,"Футер петля, 100% хлопок",,,Cherubino,0.201,Roller Girl
3033,CWK 62265,CAJ 3384 -13,Платья,"CWK 62265 (211) Платье типа ""туника"" для девочки","CWK 62265 (211) Платье типа ""туника"" для девочки Серый меланж-Т.синий (122)-64",Серый меланж-Т.синий,(122)-64,14,347,Женский,"Футер петля, 100% хлопок",,,Cherubino,3.038,Roller Girl
3034,CWK 62266,CAJ 3384 -14,Футболки,CWK 62266 (210) Футболка для девочки,CWK 62266 (210) Футболка для девочки Т.вишневый (122)-64,Т.вишневый,(122)-64,2,183,Женский,"Кулирная гладь, 100% хлопок",,,Cherubino,0.154,
3035,CWK 62273,CAJ 3384 -15,Свитшоты,"CWK 62273 (210) Платье типа ""туника"" для девочки","CWK 62273 (210) Платье типа ""туника"" для девочки Желтый (116)-60",Желтый,(116)-60,2,295,Женский,"Футер с начесом, 100% хлопок",,,Cherubino,0.3,Woodland
3036,CWK 62292,CAJ 3384 -16,Лонгсливы,CWK 62292 (212) Джемпер для мальчика,CWK 62292 (212) Джемпер для мальчика Синий (122)-64,Синий,(122)-64,1,228,Мужской,"Кулирная гладь, 100% хлопок",,,Cherubino,0.109,City Boy 
3037,CWK 62293,CAJ 3384 -17,Водолазки,CWK 62293 (212) Водолазка для мальчика,CWK 62293 (212) Водолазка для мальчика Черный (122)-64,Черный,(122)-64,4,248,Мужской,"Футер с начесом, 100% хлопок",,,Cherubino,0.632,City Boy 
3038,CWN 4135,CAJ 3384 -18,Боди,CWN 4135 (126) Боди ясельное,CWN 4135 (126) Боди ясельное Розовый (062)-40,Розовый,(062)-40,22,243,Женский,"Интерлок, 100% хлопок",,,Cherubino,,Первая Игрушка
3039,CWN 4154,CAJ 3384 -19,Боди,CWN 4154 (164) Боди-водолазка ясельная,CWN 4154 (164) Боди-водолазка ясельная Экрю (086)-52,Экрю,(086)-52,21,209,Женский,"Интерлок, 100% хлопок",,,Cherubino,2.121,Тюльпаны
3040,CWN 61232,CAJ 3384 -20,Лонгсливы,CWN 61232 (128) Джемпер ясельный,CWN 61232 (128) Джемпер ясельный Экрю (068)-44,Экрю,(068)-44,9,208,Женский,"Интерлок, 100% хлопок",,,Cherubino,,Маленькая Лань
3041,CWN 61418,CAJ 3384 -21,Кофточки,CWN 61418 (129) Кофточка ясельная,CWN 61418 (129) Кофточка ясельная Экрю (056)-36,Экрю,(056)-36,73,211,Мужской,"Интерлок, 100% хлопок",,,Cherubino,5.84,Лучшие Друзья
3042,CWN 61421,CAJ 3384 -22,Лонгсливы,CWN 61421 (130) Рубашечка ясельная,CWN 61421 (130) Рубашечка ясельная Белый (062)-40,Белый,(062)-40,36,137,Мужской,"Рибана, 100% хлопок",,,Cherubino,,"Голубой Вагон Бежит, Качается…"
3043,CWN 61421,CAJ 4150 -1,Лонгсливы,CWN 61421 (130) Рубашечка ясельная,CWN 61421 (130) Рубашечка ясельная Белый (074)-48,Белый,(074)-48,16,137,Мужской,"Рибана, 100% хлопок",,,Cherubino,,"Голубой Вагон Бежит, Качается…"
3044,CWN 61421,CAJ 4150 -2,Лонгсливы,CWN 61421 (130) Рубашечка ясельная,CWN 61421 (130) Рубашечка ясельная Св.бирюзовый (056)-36,Св.бирюзовый,(056)-36,2,137,Мужской,"Рибана, 100% хлопок",,,Cherubino,,"Голубой Вагон Бежит, Качается…"
3045,CWN 61724,CAJ 4150 -3,Кофточки,CWN 61724 (156) Рубашечка ясельная,CWN 61724 (156) Рубашечка ясельная Св.розовый (086)-52,Св.розовый,(086)-52,6,140,Женский,"Рибана, 100% хлопок",,,Cherubino,,Лебеди
3046,CWN 7624,CAJ 4150 -4,Брюки,CWN 7624 (156) Штанишки ясельные,CWN 7624 (156) Штанишки ясельные Св.розовый (062)-40,Св.розовый,(062)-40,46,149,Женский,"Футер с начесом, 100% хлопок",,,Cherubino,3.404,Лебеди
3047,CWN 7627,CAJ 4150 -5,Брюки,CWN 7627 (157) Штанишки ясельные,CWN 7627 (157) Штанишки ясельные Салатовый (074)-48,Салатовый,(074)-48,26,151,Мужской,"Футер с начесом, 100% хлопок",,,Cherubino,,Мадагаскар
3048,CWN 7717,CAJ 4150 -6,Брюки,CWN 7717 (184) Ползунки ясельные,CWN 7717 (184) Ползунки ясельные Бежевый меланж (062)-40,Бежевый меланж,(062)-40,1,172,Женский,"Футер с начесом, 100% хлопок",,,Cherubino,0.081,Жаккард
3049,CWN 9523,CAJ 4150 -7,Комбинезоны,CWN 9523 (128) Комбинезон ясельный,CWN 9523 (128) Комбинезон ясельный Бирюзовый (062)-40,Бирюзовый,(062)-40,11,354,Женский,"Велюр, 80% хлопок, 20% п/э",,,Cherubino,,Маленькая Лань
3050,CWN 9526,CAJ 4150 -8,Комплекты,"CWN 9526 (131) Комплект ясельный (джемпер, брюки)","CWN 9526 (131) Комплект ясельный (джемпер, брюки) Синий (068)-44",Синий,(068)-44,19,406,Мужской,"Велюр, 80% хлопок, 20% п/э",,,Cherubino,,Путешествие к Далеким Планетам
3051,CWN 9527,CAJ 4150 -9,Комплекты,"CWN 9527 (131) Комплект ясельный (рубашечка, ползунки, шапочка)","CWN 9527 (131) Комплект ясельный (рубашечка, ползунки, шапочка) Синий (068)-44",Синий,(068)-44,23,434,Мужской,"Шапочка, ползунки - Велюр, 80% хлопок, 20% п/э; Рубашечка - Интерлок, 100% хлопок",,,Cherubino,,Путешествие к Далеким Планетам
3052,CWN 9529,CAJ 4150 -10,Комбинезоны,CWN 9529 (131) Комбинезон ясельный,CWN 9529 (131) Комбинезон ясельный Синий (068)-44,Синий,(068)-44,13,378,Мужской,"Велюр, 80% хлопок, 20% п/э",,,Cherubino,,Путешествие к Далеким Планетам
3053,CWN 9672,CAJ 4150 -11,Комплекты,"CWN 9672 (156) Комплект ясельный (рубашечка, ползунки)","CWN 9672 (156) Комплект ясельный (рубашечка, ползунки) Персиковый (056)-36",Персиковый,(056)-36,8,311,Женский,"Футер с начесом, 100% хлопок",,,Cherubino,,Лебеди
3054,CAK 4148,CAJ 4150 -12,Купальники,CAK 4148 Купальник гимнастический,CAK 4148 Купальник гимнастический Белый (116)-60,Белый,(116)-60,148,201,Женский,"Кулирная гладь, 92% хлопок, 8% эластан; 100% нейлон",,,Cherubino,,Спортивная коллекция
3055,CAK 61386 ,CAJ 4151-1,Водолазки,CAK 61386 Водолазка для девочки,CAK 61386 Водолазка для девочки Св.голубой (104)-56,Св.голубой,(104)-56,36,176,Женский,"Кашкорсе, 95% хлопок, 5% эластан",,,Cherubino,3.564,Школьная коллекция
3056,CSK 62341,CAJ 4151-2,Лонгсливы,CSK 62341 (228) Джемпер для мальчика,CSK 62341 (228) Джемпер для мальчика Синий (092)-52,Синий,(092)-52,38,280,Мужской,"кулирная гладь, 80% хлопок, 20% п/э",,,Cherubino,3.914,Sport Spirit
3057,CSK 62341,CAJ 4151-3,Лонгсливы,CSK 62341 (228) Джемпер для мальчика,CSK 62341 (228) Джемпер для мальчика Синий (104)-56,Синий,(104)-56,22,280,Мужской,"кулирная гладь, 80% хлопок, 20% п/э",,,Cherubino,2.266,Sport Spirit
3058,CAK 2303 ,CAJ 4151-4,Майки бельевые,CAK 2303 Майка детская,CAK 2303 Майка детская Белый (110-116)-60,Белый,(110-116)-60,671,83,Мужской,"кулирная гладь, 100% хлопок",,,Cherubino,29.524,
3059,CSJ 62380,CAJ 4151-5,Лонгсливы,CSJ 62380 (232) Джемпер для девочки,CSJ 62380 (232) Джемпер для девочки Бирюзовый (128)-64,Бирюзовый,(128)-64,5,350,Женский,"кулирная гладь, 97% хлопок, 3% п/э",,,Cherubino,0.715,Girl Power
3060,CSK 62337,CAJ 4151-6,Толстовки,CSK 62337 (228) Куртка для мальчика,CSK 62337 (228) Куртка для мальчика Серый меланж (104)-56,Серый меланж,(104)-56,1,639,Мужской,"футер петля, 90% хлопок, 10% п/э",,,Cherubino,0.242,Sport Spirit
3061,CSK 62372,CAJ 4151-7,Лонгсливы,CSK 62372 (224) Джемпер для девочки,CSK 62372 (224) Джемпер для девочки Экрю (116)-60,Экрю,(116)-60,4,264,Женский,"кулирная гладь, 97% хлопок, 3% п/э",,,Cherubino,0.396,Girl Power
3062,CSK 62373,CAJ 4151-8,Лонгсливы,CSK 62373 (224) Джемпер для девочки,CSK 62373 (224) Джемпер для девочки Морская волна (116)-60,Морская волна,(116)-60,4,242,Женский,"кулирная гладь, 100% хлопок",,,Cherubino,0.464,Girl Power
3063,CH 8196,CAJ 4151-9,Головные уборы,"CH 8196 (224) Комплект для девочки (шапка, снуд)","CH 8196 (224) Комплект для девочки (шапка, снуд) Салатовый 50-52 (s)",Салатовый,50-52 (s),2,247,Женский,"рибана, 92% хлопок, 3% п/э, 5% эластан",,,Cherubino,0.24,Girl Power
3064,CJ 7T114,CAJ 4151-10,Брюки,CJ 7T114 (237) Брюки для мальчика,CJ 7T114 (237) Брюки для мальчика Т.серый (158)-80,Т.серый,(158)-80,2,573,Мужской,"поплин, 100% хлопок",,,Cherubino,0.358,Stay Wild
3065,CAK 3503,CAJ 4151-11,Комплекты белья,"CAK 3503 Комплект для девочки (майка, трусы)","CAK 3503 Комплект для девочки (майка, трусы) Св.розовый (122-128)-64",Св.розовый,(122-128)-64,1,177,Женский,"рибана, 100% хлопок",,,Cherubino,0.076,
3066,CJ 6T110,CAJ 4151-12,Рубашки,CJ 6T110 (239) Рубашка для мальчика,CJ 6T110 (239) Рубашка для мальчика Оранжевый (140)-72,Оранжевый,(140)-72,2,475,Мужской,"сорочечная, 100% хлопок",,,Cherubino,0.23,Extreme
3067,CSK 62424,CAJ 61373-1,Футболки,CSK 62424 (225) Футболка для девочки,CSK 62424 (225) Футболка для девочки Св.желтый (110)-60,Св.желтый,(110)-60,3,187,Женский,"кулирная гладь, 100% хлопок",,,Cherubino,0.201,Bohemian Life
3068,CSK 62425,CAJ 61373-2,Футболки,CSK 62425 (225) Футболка для девочки,CSK 62425 (225) Футболка для девочки Бирюзовый (104)-56,Бирюзовый,(104)-56,1,224,Женский,"кулирная гладь, 100% хлопок",,,Cherubino,0.073,Bohemian Life
3069,CSK 62416,CAJ 61373-3,Футболки,CSK 62416 (231) Футболка для мальчика,CSK 62416 (231) Футболка для мальчика Белый (104)-56,Белый,(104)-56,3,184,Мужской,"кулирная гладь, 100% хлопок",,,Cherubino,0.234,Скорость
3070,CSK 62416,CAJ 61373-4,Футболки,CSK 62416 (231) Футболка для мальчика,CSK 62416 (231) Футболка для мальчика Белый (122)-64,Белый,(122)-64,3,184,Мужской,"кулирная гладь, 100% хлопок",,,Cherubino,0.234,Скорость
3071,CSK 62416,CAJ 61373-5,Футболки,CSK 62416 (231) Футболка для мальчика,CSK 62416 (231) Футболка для мальчика Синий (122)-64,Синий,(122)-64,3,184,Мужской,"кулирная гладь, 100% хлопок",,,Cherubino,0.234,Скорость
3072,CSJ 7858,CAJ 61373-6,Шорты,CSJ 7858 (237) Шорты для мальчика,CSJ 7858 (237) Шорты для мальчика Оливковый (140)-72,Оливковый,(140)-72,3,358,Мужской,"кулирная гладь, 100% хлопок",,,Cherubino,0.504,Stay Wild
3073,CSK 7890,CAJ 61374 -1,Бриджи,CSK 7890 (226) Бриджи для девочки,CSK 7890 (226) Бриджи для девочки Т.фуксия (098)-56,Т.фуксия,(098)-56,5,135,Женский,"кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,0.35,Magic Butterflies
3074,CSK 7881,CAJ 61374 -2,Бриджи,CSK 7881 (225) Бриджи для девочки,CSK 7881 (225) Бриджи для девочки Морская волна (134)-68,Морская волна,(134)-68,6,192,Женский,"кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,0.42,Bohemian Life
3075,CSK 7860,CAJ 61374 -3,Бриджи,CSK 7860 (223) Бриджи для девочки,CSK 7860 (223) Бриджи для девочки Т.синий-Белый (104)-56,Т.синий-Белый,(104)-56,5,185,Женский,"кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,0.375,Cherry Girl
3076,CSK 62366,CAJ 61374 -4,Лонгсливы,CSK 62366 (223) Джемпер для девочки,CSK 62366 (223) Джемпер для девочки Т.синий-Белый (128)-64,Т.синий-Белый,(128)-64,5,335,Женский,"кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,0.515,Cherry Girl
3077,CSJ 62409,CAJ 61374 -5,Футболки,CSJ 62409 (233) Футболка для девочки,CSJ 62409 (233) Футболка для девочки Красный (140)-72,Красный,(140)-72,2,259,Женский,"кулирная гладь, 100% хлопок",,,Cherubino,0.188,Sea World
3078,CSK 9842,CAJ 61387 -1,Комплекты,"CSK 9842 (230) Комплект для мальчика (футболка, шорты)","CSK 9842 (230) Комплект для мальчика (футболка, шорты) Желтый (122)-64",Желтый,(122)-64,3,325,Мужской,"кулирная гладь, 100% хлопок",,,Cherubino,0.462,Surf up
3079,CSK 9842,CAJ 61387 -2,Комплекты,"CSK 9842 (230) Комплект для мальчика (футболка, шорты)","CSK 9842 (230) Комплект для мальчика (футболка, шорты) Голубой (134)-68",Голубой,(134)-68,2,325,Мужской,"кулирная гладь, 100% хлопок",,,Cherubino,0.308,Surf up
3080,CSJ 62388,CAJ 61387 -3,Футболки,CSJ 62388 (238) Футболка для мальчика,CSJ 62388 (238) Футболка для мальчика Зеленый (128)-64,Зеленый,(128)-64,3,223,Мужской,"кулирная гладь, 100% хлопок",,,Cherubino,0.324,Sea Adventure
3081,CSK 62368,CAJ 61387 -4,Футболки,CSK 62368 (223) Футболка для девочки,CSK 62368 (223) Футболка для девочки Белый-Т.синий (116)-60,Белый-Т.синий,(116)-60,3,216,Женский,"кулирная гладь, 100% хлопок",,,Cherubino,0.21,Cherry Girl
3082,CSK 62368,CAJ 61387 -5,Футболки,CSK 62368 (223) Футболка для девочки,CSK 62368 (223) Футболка для девочки Белый-Т.синий (122)-64,Белый-Т.синий,(122)-64,2,216,Женский,"кулирная гладь, 100% хлопок",,,Cherubino,0.14,Cherry Girl
3083,CSJ 62421,CAJ 61387 -6,Футболки,CSJ 62421 (234) Футболка для девочки,CSJ 62421 (234) Футболка для девочки Бирюзовый (140)-72,Бирюзовый,(140)-72,1,255,Женский,"кулирная гладь, 100% хлопок",,,Cherubino,0.098,Amazing Africa
3084,CSK 62417,CAJ 61387 -7,Футболки,CSK 62417 (231) Футболка для мальчика,CSK 62417 (231) Футболка для мальчика Синий (122)-64,Синий,(122)-64,2,213,Мужской,"кулирная гладь, 100% хлопок",,,Cherubino,0.17,Скорость
3085,CAK 2347,CAJ 61387 -8,Майки бельевые,CAK 2347 Майка для мальчика,CAK 2347 Майка для мальчика Синий (092)-52,Синий,(092)-52,2,116,Мужской,"кулирная гладь, 100% хлопок",,,Cherubino,0.1,
3086,CSK 62402,CAJ 61387 -9,Футболки,CSK 62402 (230) Футболка для мальчика,CSK 62402 (230) Футболка для мальчика Желтый-Белый (110)-60,Желтый-Белый,(110)-60,1,217,Мужской,"кулирная гладь, 100% хлопок",,,Cherubino,0.082,Surf up
3087,CK 7T121,CAJ 61628 -1,Шорты,CK 7T121 (231) Шорты для мальчика,CK 7T121 (231) Шорты для мальчика Т.синий (104)-56,Т.синий,(104)-56,2,343,Мужской,"поплин, 100% хлопок",,,Cherubino,0.226,Скорость
3088,CK 7T121,CAJ 61628 -2,Шорты,CK 7T121 (231) Шорты для мальчика,CK 7T121 (231) Шорты для мальчика Т.синий (110)-60,Т.синий,(110)-60,3,343,Мужской,"поплин, 100% хлопок",,,Cherubino,0.339,Скорость
3089,CSJ 62364,CAJ 61628 -3,Футболки,CSJ 62364 (237) Футболка для мальчика,CSJ 62364 (237) Футболка для мальчика Оранжевый (140)-72,Оранжевый,(140)-72,2,243,Мужской,"кулирная гладь, 100% хлопок",,,Cherubino,0.22,Stay Wild
3090,CSK 7878,CAJ 61628 -4,Шорты,CSK 7878 (231) Шорты для мальчика,CSK 7878 (231) Шорты для мальчика Синий (110)-60,Синий,(110)-60,2,295,Мужской,"кулирная гладь, 100% хлопок",,,Cherubino,0.254,Скорость
3091,CAJ 61166,CAJ 61628 -5,Водолазки,CAJ 61166-1 Водолазка для мальчика,CAJ 61166-1 Водолазка для мальчика Серый меланж (158)-80,Серый меланж,(158)-80,30,269,Мужской,"кашкорсе, 76% хлопок, 19% п/э, 5% эластан",,,Cherubino,5.13,Школьная коллекция
3092,CAJ 62443 ,CAJ 61628 -6,Водолазки,CAJ 62443 Джемпер для мальчика,CAJ 62443 Джемпер для мальчика Красный (104)-56,Красный,(104)-56,9,235,Мужской,"рибана, 95% хлопок, 5% эластан",,,Cherubino,1.242,Школьная коллекция
3093,CAJ 62443 ,CAJ 61628 -7,Водолазки,CAJ 62443 Джемпер для мальчика,CAJ 62443 Джемпер для мальчика Красный (116)-60,Красный,(116)-60,9,235,Мужской,"рибана, 95% хлопок, 5% эластан",,,Cherubino,1.242,Школьная коллекция
3094,CAJ 62443 ,CAJ 61628 -8,Водолазки,CAJ 62443 Джемпер для мальчика,CAJ 62443 Джемпер для мальчика Черный (098)-56,Черный,(098)-56,46,235,Мужской,"рибана, 95% хлопок, 5% эластан",,,Cherubino,6.348,Школьная коллекция
3095,CAJ 62443 ,CAJ 61628 -9,Водолазки,CAJ 62443 Джемпер для мальчика,CAJ 62443 Джемпер для мальчика Черный (134)-68,Черный,(134)-68,8,235,Мужской,"рибана, 95% хлопок, 5% эластан",,,Cherubino,1.104,Школьная коллекция
3096,CAJ 62443,CAJ 61628 -10,Водолазки,CAJ 62443-1 Джемпер для мальчика,CAJ 62443-1 Джемпер для мальчика Серый меланж (104)-56,Серый меланж,(104)-56,33,235,Мужской,"рибана, 76% хлопок, 19% п/э, 5% эластан",,,Cherubino,4.587,Школьная коллекция
3097,CAJ 9856 ,CAJ 61628 -11,Комплекты,"CAJ 9856 Комплект для мальчика (футболка, шорты)","CAJ 9856 Комплект для мальчика (футболка, шорты) Бирюзовый-Т.синий (116)-60",Бирюзовый-Т.синий,(116)-60,9,356,Мужской,"кулирная гладь, 100% хлопок",,,Cherubino,1.485,Спортивная коллекция
3098,CAJ 9856 ,CAJ 61628 -12,Комплекты,"CAJ 9856 Комплект для мальчика (футболка, шорты)","CAJ 9856 Комплект для мальчика (футболка, шорты) Желтый-Т.синий (134)-68",Желтый-Т.синий,(134)-68,27,356,Мужской,"кулирная гладь, 100% хлопок",,,Cherubino,4.455,Спортивная коллекция
3099,CAJ 1495 ,CAJ 61628 -13,Трусы,CAJ 1495 Трусы для девочки,CAJ 1495 Трусы для девочки Экрю (134)-68,Экрю,(134)-68,4,82,Женский,"рибана, 100% хлопок",,,Cherubino,0.16,
3100,CAK 1494,CAJ 61628 -14,Трусы,CAK 1494 Трусы для девочки,CAK 1494 Трусы для девочки Св.розовый (110-116)-60,Св.розовый,(110-116)-60,25,73,Женский,"рибана, 100% хлопок",,,Cherubino,0.8,
3101,CAJ 62442,CAJ 61628 -15,Лонгсливы,CAJ 62442 Футболка для мальчика,CAJ 62442 Футболка для мальчика Василек (116)-60,Василек,(116)-60,1,206,Мужской,"кулирная гладь, 100% хлопок",,,Cherubino,0.103,Школьная коллекция
3102,CAK 7587,CAJ 61628 -16,Шорты,CAK 7587-1 Шорты для мальчика,CAK 7587-1 Шорты для мальчика Серый меланж (098)-56,Серый меланж,(098)-56,22,192,Мужской,"кулирная гладь, 80% хлопок, 20% п/э",,,Cherubino,2.024,Спортивная коллекция
3103,CAJ 62445 ,CAJ 61628 -17,Водолазки,CAJ 62445 Водолазка для девочки,CAJ 62445 Водолазка для девочки Розовый (152)-80,Розовый,(152)-80,32,308,Женский,"кашкорсе, 95% хлопок, 5% эластан",,,Cherubino,5.408,Школьная коллекция
3104,CAJ 62456,CAJ 61628 -18,Блузки,CAJ 62456 Джемпер для девочки,CAJ 62456 Джемпер для девочки Белый (128)-64,Белый,(128)-64,1,314,Женский,"кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,0.143,Школьная коллекция
3105,CAJ 62450,CAJ 61628 -19,Водолазки,CAJ 62450 Водолазка для девочки,CAJ 62450 Водолазка для девочки Серебро (140)-72,Серебро,(140)-72,8,277,Женский,"кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,1.176,Школьная коллекция
3106,CAJ 62453 ,CAJ 61628 -20,Водолазки,CAJ 62453 Водолазка для девочки,CAJ 62453 Водолазка для девочки Белый-Т.синий (134)-68,Белый-Т.синий,(134)-68,16,340,Женский,"кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,2.24,Школьная коллекция
3107,CAJ 62460,CAJ 61628 -21,Водолазки,CAJ 62460 Водолазка для девочки,CAJ 62460 Водолазка для девочки Белый (128)-64,Белый,(128)-64,22,251,Женский,"интерлок, 100% хлопок",,,Cherubino,3.41,Школьная коллекция
3108,CAJ 62460,CAJ 61628 -22,Водолазки,CAJ 62460 Водолазка для девочки,CAJ 62460 Водолазка для девочки Голубой (158)-80,Голубой,(158)-80,41,251,Женский,"интерлок, 100% хлопок",,,Cherubino,6.355,Школьная коллекция
