,Артикул,Артикул WB,Наименование,Полное наименование,Цвет,Размер,Кол-во,Пол,Материал
3154,CAJ 62445 ,CAJ62445/,CAJ 62445 Водолазка для девочки,CAJ 62445 Водолазка для девочки Розовый (134)-68,Розовый,(134)-68,61,Женский,"кашкорсе, 95% хлопок, 5% эластан"
3155,CAJ 62449,CAJ62449/,CAJ 62449 Джемпер для девочки,CAJ 62449 Джемпер для девочки Белый (146)-76,Белый,(146)-76,7,Женский,"кулирная гладь, 92% хлопок, 8% элатсан; сетка, 90% нейлон, 10% эластан"
3156,CAJ 62449,CAJ62449/,CAJ 62449 Джемпер для девочки,CAJ 62449 Джемпер для девочки Белый (152)-80,Белый,(152)-80,2,Женский,"кулирная гладь, 92% хлопок, 8% элатсан; сетка, 90% нейлон, 10% эластан"
3157,CAJ 62454 ,CAJ62454/,CAJ 62454 Джемпер для девочки,CAJ 62454 Джемпер для девочки Т.синий-Белый (152)-80,Т.синий-Белый,(152)-80,13,Женский,"кулирная гладь, 92% хлопок, 8% эластан"
3158,CAJ 62456,CAJ62456/,CAJ 62456 Джемпер для девочки,CAJ 62456 Джемпер для девочки Серебро (164)-84,Серебро,(164)-84,13,Женский,"кулирная гладь, 92% хлопок, 8% эластан"
3159,CAJ 62450,CAJ62450/,CAJ 62450 Водолазка для девочки,CAJ 62450 Водолазка для девочки Св.голубой (140)-72,Св.голубой,(140)-72,1,Женский,"кулирная гладь, 92% хлопок, 8% эластан"
3160,CAJ 62453 ,CAJ62453/,CAJ 62453 Водолазка для девочки,CAJ 62453 Водолазка для девочки Т.синий-Белый (128)-64,Т.синий-Белый,(128)-64,41,Женский,"кулирная гладь, 92% хлопок, 8% эластан"
3161,CAJ 62460,CAJ62460/,CAJ 62460 Водолазка для девочки,CAJ 62460 Водолазка для девочки Голубой (134)-68,Голубой,(134)-68,6,Женский,"интерлок, 100% хлопок"
3162,CAK 62444,CAK62444/,CAK 62444 Водолазка для девочки,CAK 62444 Водолазка для девочки Св.бирюзовый (098)-56,Св.бирюзовый,(098)-56,18,Женский,"кашкорсе, 95% хлопок, 5% эластан"
3163,CAK 62444,CAK62444/,CAK 62444 Водолазка для девочки,CAK 62444 Водолазка для девочки Св.бирюзовый (116)-60,Св.бирюзовый,(116)-60,18,Женский,"кашкорсе, 95% хлопок, 5% эластан"
3164,CAK 5439,CAK5439/,"CAK 5439 Комплект для мальчика (футболка, шорты)","CAK 5439 Комплект для мальчика (футболка, шорты) Бирюзовый-Серый (104)-56",Бирюзовый-Серый,(104)-56,16,Мужской,"кулирная гладь, 100% хлопок"
3165,CAB 5419 ,CAB5419/,"CAB 5419 Комплект для девочки (джемпер, брюки)","CAB 5419 Комплект для девочки (джемпер, брюки) Розовый (086)-52",Розовый,(086)-52,23,Женский,"кулирная гладь, 100% хлопок"
3166,CSK 62342 (228),CSK62342(228)/,CSK 62342 (228) Футболка для мальчика,CSK 62342 (228) Футболка для мальчика Синий (104)-56,Синий,(104)-56,1,Мужской,"кулирная гладь, 100% хлопок"
3167,CH 8176-1 (228) ,CH8176-1(228)/,CH 8176-1 (228) Шапка для мальчика,CH 8176-1 (228) Шапка для мальчика Серый меланж 54-56,Серый меланж,54-56,10,Мужской,"рибана, 76% хлопок, 19% п/э, 5% эластан"
3168,CH 8177-1 (228) ,CH8177-1(228)/,CH 8177-1 (228) Шапка для мальчика,CH 8177-1 (228) Шапка для мальчика Красный 50-52,Красный,50-52,8,Мужской,"рибана, 76% хлопок, 19% п/э, 5% эластан"
3169,CSJ 62350 (236) ,CSJ62350(236)/,CSJ 62350 (236) Куртка для мальчика,CSJ 62350 (236) Куртка для мальчика Серый меланж (128)-64,Серый меланж,(128)-64,14,Мужской,"футер петля, 90% хлопок, 10% п/э"
3170,CSJ 62352 (236) ,CSJ62352(236)/,CSJ 62352 (236) Джемпер для мальчика,CSJ 62352 (236) Джемпер для мальчика Т.серый меланж (128)-64,Т.серый меланж,(128)-64,13,Мужской,"кулирная гладь повышенной плотности, 80% хлопок, 20% п/э"
3171,CSJ 62353 (236) ,CSJ62353(236)/,CSJ 62353 (236) Джемпер для мальчика,CSJ 62353 (236) Джемпер для мальчика Красный (128)-64,Красный,(128)-64,8,Мужской,"кулирная гладь, 100% хлопок"
3172,CSJ 62380 (232) ,CSJ62380(232)/,CSJ 62380 (232) Джемпер для девочки,CSJ 62380 (232) Джемпер для девочки Экрю (134)-68,Экрю,(134)-68,2,Женский,"кулирная гладь, 97% хлопок, 3% п/э"
3173,CSK 62337 (228),CSK62337(228)/,CSK 62337 (228) Куртка для мальчика,CSK 62337 (228) Куртка для мальчика Серый меланж (098)-56,Серый меланж,(098)-56,1,Мужской,"футер петля, 90% хлопок, 10% п/э"
3174,CSK 62371 (224),CSK62371(224)/,CSK 62371 (224) Куртка для девочки,CSK 62371 (224) Куртка для девочки Морская волна (116)-60,Морская волна,(116)-60,5,Женский,"футер петля, 75% хлопок, 25% п/э"
3175,CSK 62373 (224),CSK62373(224)/,CSK 62373 (224) Джемпер для девочки,CSK 62373 (224) Джемпер для девочки Морская волна (098)-56,Морская волна,(098)-56,5,Женский,"кулирная гладь, 100% хлопок"
3176,CSK 62375 (224),CSK62375(224)/,"CSK 62375 (224) Платье типа ""туника"" для девочки","CSK 62375 (224) Платье типа ""туника"" для девочки Морская волна (092)-52",Морская волна,(092)-52,2,Женский,"кулирная гладь, 100% хлопок"
3177,CSK 62375 (224),CSK62375(224)/,"CSK 62375 (224) Платье типа ""туника"" для девочки","CSK 62375 (224) Платье типа ""туника"" для девочки Морская волна (128)-64",Морская волна,(128)-64,2,Женский,"кулирная гладь, 100% хлопок"
3178,CSK 62377 (224) ,CSK62377(224)/,CSK 62377 (224) Джемпер для девочки,CSK 62377 (224) Джемпер для девочки Морская волна (134)-68,Морская волна,(134)-68,4,Женский,"кулирная гладь, 92% хлопок, 8% эластан"
3179,CJ 7T114 (237) ,CJ7T114(237)/,CJ 7T114 (237) Брюки для мальчика,CJ 7T114 (237) Брюки для мальчика Оливковый (158)-80,Оливковый,(158)-80,1,Мужской,"поплин, 100% хлопок"
3180,CJ 7T114 (237) ,CJ7T114(237)/,CJ 7T114 (237) Брюки для мальчика,CJ 7T114 (237) Брюки для мальчика Т.серый (146)-76,Т.серый,(146)-76,1,Мужской,"поплин, 100% хлопок"
3181,CSK 7859 (223),CSK7859(223)/,CSK 7859 (223) Бриджи для девочки,CSK 7859 (223) Бриджи для девочки Т.синий (128)-64,Т.синий,(128)-64,6,Женский,"кулирная гладь, 92% хлопок, 8% эластан"
3182,CSK 7904 (226) ,CSK7904(226)/,CSK 7904 (226) Бриджи для девочки,CSK 7904 (226) Бриджи для девочки Лаванда (104)-56,Лаванда,(104)-56,6,Женский,"кулирная гладь, 92% хлопок, 8% эластан"
3183,CSK 7850 (222),CSK7850(222)/,CSK 7850 (222) Бриджи для девочки,CSK 7850 (222) Бриджи для девочки Лиловый (098)-56,Лиловый,(098)-56,6,Женский,"кулирная гладь, 92% хлопок, 8% эластан"
3184,CSK 9831 (223),CSK9831(223)/,"CSK 9831 (223) Комплект для девочки (футболка, шорты)","CSK 9831 (223) Комплект для девочки (футболка, шорты) Белый-Т.синий (092)-52",Белый-Т.синий,(092)-52,1,Женский,"кулирная гладь, 100% хлопок"
3185,CSK 7881 (225) ,CSK7881(225)/,CSK 7881 (225) Бриджи для девочки,CSK 7881 (225) Бриджи для девочки Морская волна (116)-60,Морская волна,(116)-60,6,Женский,"кулирная гладь, 92% хлопок, 8% эластан"
3186,CSK 9844 (231),CSK9844(231)/,"CSK 9844 (231) Комплект для мальчика (футболка, шорты)","CSK 9844 (231) Комплект для мальчика (футболка, шорты) Синий (134)-68",Синий,(134)-68,1,Мужской,"кулирная гладь, 100% хлопок"
3187,CSJ 62419 (234),CSJ62419(234)/,CSJ 62419 (234) Футболка для девочки,CSJ 62419 (234) Футболка для девочки Бирюзовый (146)-76,Бирюзовый,(146)-76,1,Женский,"кулирная гладь, 100% хлопок"
3188,CSJ 62387 (238),CSJ62387(238)/,CSJ 62387 (238) Футболка для мальчика,CSJ 62387 (238) Футболка для мальчика Т.синий (146)-76,Т.синий,(146)-76,3,Мужской,"кулирная гладь, 100% хлопок"
3189,CSJ 62388 (238),CSJ62388(238)/,CSJ 62388 (238) Футболка для мальчика,CSJ 62388 (238) Футболка для мальчика Белый (134)-68,Белый,(134)-68,3,Мужской,"кулирная гладь, 100% хлопок"
3190,CSK 62369 (223),CSK62369(223)/,"CSK 62369 (223) Платье типа ""туника"" для девочки","CSK 62369 (223) Платье типа ""туника"" для девочки Белый-Т.синий (134)-68",Белый-Т.синий,(134)-68,3,Женский,"кулирная гладь, 100% хлопок"
3191,CSK 62370 (223),CSK62370(223)/,CSK 62370 (223) Футболка для девочки,CSK 62370 (223) Футболка для девочки Т.синий (122)-64,Т.синий,(122)-64,2,Женский,"кулирная гладь, 100% хлопок"
3192,CSK 62417 (231) ,CSK62417(231)/,CSK 62417 (231) Футболка для мальчика,CSK 62417 (231) Футболка для мальчика Красный (116)-60,Красный,(116)-60,10,Мужской,"кулирная гладь, 100% хлопок"
3193,CSK 62417 (231) ,CSK62417(231)/,CSK 62417 (231) Футболка для мальчика,CSK 62417 (231) Футболка для мальчика Синий (116)-60,Синий,(116)-60,3,Мужской,"кулирная гладь, 100% хлопок"
3194,CSK 62402 (230),CSK62402(230)/,CSK 62402 (230) Футболка для мальчика,CSK 62402 (230) Футболка для мальчика Желтый-Белый (116)-60,Желтый-Белый,(116)-60,2,Мужской,"кулирная гладь, 100% хлопок"
3195,CJ 7T120 (239) ,CJ7T120(239)/,CJ 7T120 (239) Шорты для мальчика,CJ 7T120 (239) Шорты для мальчика Т.серый (134)-68,Т.серый,(134)-68,3,Мужской,"поплин, 100% хлопок"
3196,CK 7T121 (231),CK7T121(231)/,CK 7T121 (231) Шорты для мальчика,CK 7T121 (231) Шорты для мальчика Красный (110)-60,Красный,(110)-60,2,Мужской,"поплин, 100% хлопок"
3197,CSJ 62364 (237),CSJ62364(237)/,CSJ 62364 (237) Футболка для мальчика,CSJ 62364 (237) Футболка для мальчика Мята (146)-76,Мята,(146)-76,1,Мужской,"кулирная гладь, 100% хлопок"
3198,CAJ 62443 ,CAJ62443/,CAJ 62443 Джемпер для мальчика,CAJ 62443 Джемпер для мальчика Черный (122)-64,Черный,(122)-64,8,Мужской,"рибана, 95% хлопок, 5% эластан"
